didok;stationsbezeichnung;datum;feiertag;wochentag;national;servicetyp;servicename;closed;von1;bis1;von2;bis2;von3;bis3;unternehmung;key;bpuic
6109;Amriswil;01.08.2023;Bundesfeiertag;Tuesday;ja;9999;Alle Services;ja;;;;;;;SBB;6109-2023-08-01T00:00:00-9999;8506109
6109;Amriswil;10.04.2023;Ostermontag;Monday;ja;9999;Alle Services;ja;;;;;;;SBB;6109-2023-04-10T00:00:00-9999;8506109
6109;Amriswil;09.04.2023;Ostern;Sunday;ja;9999;Alle Services;ja;;;;;;;SBB;6109-2023-04-09T00:00:00-9999;8506109
6121;Romanshorn;07.04.2023;Karfreitag;Friday;ja;9999;Alle Services;;08:30;12:00;13:00;16:00;;;SBB;6121-2023-04-07T00:00:00-9999;8506121
6129;Konstanz;01.11.2023;Allerheiligen;Wednesday;ja;9999;Alle Services;;09:00;12:10;13:40;18:00;;;SBB;6129-2023-11-01T00:00:00-9999;8506129
6129;Konstanz;18.05.2023;Auffahrt;Thursday;ja;9999;Alle Services;;09:00;12:10;13:40;18:00;;;SBB;6129-2023-05-18T00:00:00-9999;8506129
6129;Konstanz;09.04.2023;Ostern;Sunday;ja;9999;Alle Services;;09:00;12:10;13:40;18:00;;;SBB;6129-2023-04-09T00:00:00-9999;8506129
6131;Kreuzlingen;01.08.2023;Bundesfeiertag;Tuesday;ja;9999;Alle Services;;09:00;12:00;13:00;17:00;;;SBB;6131-2023-08-01T00:00:00-9999;8506131
6200;Wattwil;18.05.2023;Auffahrt;Thursday;ja;9999;Alle Services;ja;;;;;;;SOB;6200-2023-05-18T00:00:00-9999;8506200
6206;Wil;01.11.2023;Allerheiligen;Wednesday;ja;9999;Alle Services;;08:30;12:00;13:00;17:00;;;SBB;6206-2023-11-01T00:00:00-9999;8506206
6206;Wil;01.08.2023;Bundesfeiertag;Tuesday;ja;9999;Alle Services;;08:30;12:00;13:00;17:00;;;SBB;6206-2023-08-01T00:00:00-9999;8506206
6206;Wil;07.04.2023;Karfreitag;Friday;ja;9999;Alle Services;;08:30;12:00;13:00;17:00;;;SBB;6206-2023-04-07T00:00:00-9999;8506206
6208;Uzwil;07.04.2023;Karfreitag;Friday;ja;9999;Alle Services;ja;;;;;;;SBB;6208-2023-04-07T00:00:00-9999;8506208
6210;Gossau SG;29.05.2023;Pfingstmontag;Monday;ja;9999;Alle Services;ja;;;;;;;SBB;6210-2023-05-29T00:00:00-9999;8506210
6210;Gossau SG;07.04.2023;Karfreitag;Friday;ja;9999;Alle Services;ja;;;;;;;SBB;6210-2023-04-07T00:00:00-9999;8506210
6290;Herisau;01.11.2023;Allerheiligen;Wednesday;ja;9999;Alle Services;;06:45;19:00;;;;;SOB;6290-2023-11-01T00:00:00-9999;8506290
6290;Herisau;10.04.2023;Ostermontag;Monday;ja;9999;Alle Services;ja;;;;;;;SOB;6290-2023-04-10T00:00:00-9999;8506290
6290;Herisau;07.04.2023;Karfreitag;Friday;ja;9999;Alle Services;ja;;;;;;;SOB;6290-2023-04-07T00:00:00-9999;8506290
6308;Arbon;01.08.2023;Bundesfeiertag;Tuesday;ja;9999;Alle Services;ja;;;;;;;SBB;6308-2023-08-01T00:00:00-9999;8506308
6308;Arbon;09.04.2023;Ostern;Sunday;ja;9999;Alle Services;ja;;;;;;;SBB;6308-2023-04-09T00:00:00-9999;8506308
6308;Arbon;08.04.2023;Ostersamstag;Saturday;ja;9999;Alle Services;ja;;;;;;;SBB;6308-2023-04-08T00:00:00-9999;8506308
6311;Rorschach;01.08.2023;Bundesfeiertag;Tuesday;ja;9999;Alle Services;ja;;;;;;;SBB;6311-2023-08-01T00:00:00-9999;8506311
6311;Rorschach;29.05.2023;Pfingstmontag;Monday;ja;9999;Alle Services;ja;;;;;;;SBB;6311-2023-05-29T00:00:00-9999;8506311
6314;St. Margrethen;01.11.2023;Allerheiligen;Wednesday;ja;9999;Alle Services;ja;;;;;;;SBB;6314-2023-11-01T00:00:00-9999;8506314
6314;St. Margrethen;01.08.2023;Bundesfeiertag;Tuesday;ja;9999;Alle Services;ja;;;;;;;SBB;6314-2023-08-01T00:00:00-9999;8506314
6314;St. Margrethen;28.05.2023;Pfingsten;Sunday;ja;9999;Alle Services;ja;;;;;;;SBB;6314-2023-05-28T00:00:00-9999;8506314
6314;St. Margrethen;07.04.2023;Karfreitag;Friday;ja;9999;Alle Services;ja;;;;;;;SBB;6314-2023-04-07T00:00:00-9999;8506314
6317;Heerbrugg;01.11.2023;Allerheiligen;Wednesday;ja;9999;Alle Services;ja;;;;;;;SBB;6317-2023-11-01T00:00:00-9999;8506317
6317;Heerbrugg;28.05.2023;Pfingsten;Sunday;ja;9999;Alle Services;ja;;;;;;;SBB;6317-2023-05-28T00:00:00-9999;8506317
6317;Heerbrugg;09.04.2023;Ostern;Sunday;ja;9999;Alle Services;ja;;;;;;;SBB;6317-2023-04-09T00:00:00-9999;8506317
6393;Wittenbach;01.11.2023;Allerheiligen;Wednesday;ja;9999;Alle Services;ja;;;;;;;SOB;6393-2023-11-01T00:00:00-9999;8506393
6393;Wittenbach;01.08.2023;Bundesfeiertag;Tuesday;ja;9999;Alle Services;ja;;;;;;;SOB;6393-2023-08-01T00:00:00-9999;8506393
7000;Bern;29.05.2023;Pfingstmontag;Monday;ja;1100;Western Union;;07:00;20:00;;;;;SBB;7000-2023-05-29T00:00:00-1100;8507000
7000;Bern;28.05.2023;Pfingsten;Sunday;ja;1100;Western Union;;07:00;20:00;;;;;SBB;7000-2023-05-28T00:00:00-1100;8507000
7000;Bern;18.05.2023;Auffahrt;Thursday;ja;1000;Geldwechsel;;09:00;19:00;;;;;SBB;7000-2023-05-18T00:00:00-1000;8507000
7000;Bern;18.05.2023;Auffahrt;Thursday;ja;1200;Gruppenreisen;ja;;;;;;;SBB;7000-2023-05-18T00:00:00-1200;8507000
7100;Thun;18.05.2023;Auffahrt;Thursday;ja;9999;Alle Services;;08:00;18:00;;;;;SBB;7100-2023-05-18T00:00:00-9999;8507100
7100;Thun;10.04.2023;Ostermontag;Monday;ja;9999;Alle Services;;08:00;18:00;;;;;SBB;7100-2023-04-10T00:00:00-9999;8507100
7785;Bern, Bahnhof Postautostation;31.07.2023;Tag vor Bundesfeier;Monday;ja;400;Kundendienst;;07:30;17:00;;;;;POST;7785-2023-07-31T00:00:00-400;8507785
7785;Bern, Bahnhof Postautostation;31.07.2023;Tag vor Bundesfeier;Monday;ja;900;Fundservice;;07:30;17:00;;;;;POST;7785-2023-07-31T00:00:00-900;8507785
7785;Bern, Bahnhof Postautostation;29.05.2023;Pfingstmontag;Monday;ja;100;Billette, Abonnemente, Freizeitangebote;ja;;;;;;;POST;7785-2023-05-29T00:00:00-100;8507785
7785;Bern, Bahnhof Postautostation;18.05.2023;Auffahrt;Thursday;ja;400;Kundendienst;ja;;;;;;;POST;7785-2023-05-18T00:00:00-400;8507785
7785;Bern, Bahnhof Postautostation;17.05.2023;Mittwoch vor Auffahrt;Wednesday;ja;900;Fundservice;;07:30;17:00;;;;;POST;7785-2023-05-17T00:00:00-900;8507785
7785;Bern, Bahnhof Postautostation;07.04.2023;Karfreitag;Friday;ja;100;Billette, Abonnemente, Freizeitangebote;ja;;;;;;;POST;7785-2023-04-07T00:00:00-100;8507785
7785;Bern, Bahnhof Postautostation;06.04.2023;Gründonnerstag;Thursday;ja;100;Billette, Abonnemente, Freizeitangebote;;07:30;17:00;;;;;POST;7785-2023-04-06T00:00:00-100;8507785
7785;Bern, Bahnhof Postautostation;06.04.2023;Gründonnerstag;Thursday;ja;400;Kundendienst;;07:30;17:00;;;;;POST;7785-2023-04-06T00:00:00-400;8507785
7785;Bern, Bahnhof Postautostation;06.04.2023;Gründonnerstag;Thursday;ja;900;Fundservice;;07:30;17:00;;;;;POST;7785-2023-04-06T00:00:00-900;8507785
7851;Adelboden, Post;29.05.2023;Pfingstmontag;Monday;ja;500;Gepäck;;08:20;12:00;13:30;17:30;;;AFA;7851-2023-05-29T00:00:00-500;8507851
7851;Adelboden, Post;29.05.2023;Pfingstmontag;Monday;ja;700;Gepäckaufbewahrung;;08:20;12:00;13:30;17:30;;;AFA;7851-2023-05-29T00:00:00-700;8507851
7851;Adelboden, Post;18.05.2023;Auffahrt;Thursday;ja;100;Billette, Abonnemente, Freizeitangebote;ja;;;;;;;AFA;7851-2023-05-18T00:00:00-100;8507851
7851;Adelboden, Post;18.05.2023;Auffahrt;Thursday;ja;500;Gepäck;ja;;;;;;;AFA;7851-2023-05-18T00:00:00-500;8507851
7851;Adelboden, Post;08.04.2023;Ostersamstag;Saturday;ja;9999;Alle Services;;08:20;12:00;13:30;17:30;;;AFA;7851-2023-04-08T00:00:00-9999;8507851
8005;Burgdorf;01.08.2023;Bundesfeiertag;Tuesday;ja;9999;Alle Services;ja;;;;;;;SBB;8005-2023-08-01T00:00:00-9999;8508005
8100;Langenthal;29.05.2023;Pfingstmontag;Monday;ja;9999;Alle Services;ja;;;;;;;SBB;8100-2023-05-29T00:00:00-9999;8508100
8100;Langenthal;09.04.2023;Ostern;Sunday;ja;9999;Alle Services;ja;;;;;;;SBB;8100-2023-04-09T00:00:00-9999;8508100
8295;Willisau;01.11.2023;Allerheiligen;Wednesday;ja;9999;Alle Services;ja;;;;;;;BLS;8295-2023-11-01T00:00:00-9999;8508295
8305;Brienz;18.05.2023;Auffahrt;Thursday;ja;9999;Alle Services;ja;;;;;;;ZB;8305-2023-05-18T00:00:00-9999;8508305
8314;Sarnen;01.08.2023;Bundesfeiertag;Tuesday;ja;9999;Alle Services;;08:00;11:45;12:45;17:00;;;ZB;8314-2023-08-01T00:00:00-9999;8508314
8314;Sarnen;18.05.2023;Auffahrt;Thursday;ja;9999;Alle Services;;08:00;17:00;;;;;ZB;8314-2023-05-18T00:00:00-9999;8508314
8318;Hergiswil;01.11.2023;Allerheiligen;Wednesday;ja;100;Billette, Abonnemente, Freizeitangebote;ja;;;;;;;ZB;8318-2023-11-01T00:00:00-100;8508318
8318;Hergiswil;01.11.2023;Allerheiligen;Wednesday;ja;1000;Geldwechsel;ja;;;;;;;ZB;8318-2023-11-01T00:00:00-1000;8508318
8318;Hergiswil;01.11.2023;Allerheiligen;Wednesday;ja;9999;Alle Services;ja;;;;;;;ZB;8318-2023-11-01T00:00:00-9999;8508318
8318;Hergiswil;15.08.2023;Maria Himmelfahrt;Tuesday;ja;500;Gepäck;ja;;;;;;;ZB;8318-2023-08-15T00:00:00-500;8508318
8318;Hergiswil;15.08.2023;Maria Himmelfahrt;Tuesday;ja;2123;DHL;ja;;;;;;;ZB;8318-2023-08-15T00:00:00-2123;8508318
8318;Hergiswil;15.08.2023;Maria Himmelfahrt;Tuesday;ja;9999;Alle Services;ja;;;;;;;ZB;8318-2023-08-15T00:00:00-9999;8508318
8318;Hergiswil;01.08.2023;Bundesfeiertag;Tuesday;ja;500;Gepäck;ja;;;;;;;ZB;8318-2023-08-01T00:00:00-500;8508318
8318;Hergiswil;29.05.2023;Pfingstmontag;Monday;ja;2123;DHL;ja;;;;;;;ZB;8318-2023-05-29T00:00:00-2123;8508318
8318;Hergiswil;18.05.2023;Auffahrt;Thursday;ja;100;Billette, Abonnemente, Freizeitangebote;ja;;;;;;;ZB;8318-2023-05-18T00:00:00-100;8508318
8318;Hergiswil;18.05.2023;Auffahrt;Thursday;ja;1000;Geldwechsel;ja;;;;;;;ZB;8318-2023-05-18T00:00:00-1000;8508318
8318;Hergiswil;10.04.2023;Ostermontag;Monday;ja;1100;Western Union;ja;;;;;;;ZB;8318-2023-04-10T00:00:00-1100;8508318
8318;Hergiswil;07.04.2023;Karfreitag;Friday;ja;500;Gepäck;ja;;;;;;;ZB;8318-2023-04-07T00:00:00-500;8508318
8318;Hergiswil;07.04.2023;Karfreitag;Friday;ja;2123;DHL;ja;;;;;;;ZB;8318-2023-04-07T00:00:00-2123;8508318
8339;Lyss BLS;18.05.2023;Auffahrt;Thursday;ja;9999;Alle Services;;07:45;12:15;13:15;16:45;;;BLS;8339-2023-05-18T00:00:00-9999;8508339
8391;Stans;01.11.2023;Allerheiligen;Wednesday;ja;100;Billette, Abonnemente, Freizeitangebote;;07:15;17:00;;;;;ZB;8391-2023-11-01T00:00:00-100;8508391
8391;Stans;15.08.2023;Maria Himmelfahrt;Tuesday;ja;500;Gepäck;;07:15;17:00;;;;;ZB;8391-2023-08-15T00:00:00-500;8508391
8391;Stans;15.08.2023;Maria Himmelfahrt;Tuesday;ja;1000;Geldwechsel;;07:15;17:00;;;;;ZB;8391-2023-08-15T00:00:00-1000;8508391
8391;Stans;01.08.2023;Bundesfeiertag;Tuesday;ja;1100;Western Union;;08:00;12:00;13:00;16:00;;;ZB;8391-2023-08-01T00:00:00-1100;8508391
8391;Stans;01.08.2023;Bundesfeiertag;Tuesday;ja;2123;DHL;;08:00;12:00;13:00;16:00;;;ZB;8391-2023-08-01T00:00:00-2123;8508391
8391;Stans;28.05.2023;Pfingsten;Sunday;ja;100;Billette, Abonnemente, Freizeitangebote;;08:00;12:00;13:00;16:00;;;ZB;8391-2023-05-28T00:00:00-100;8508391
8391;Stans;28.05.2023;Pfingsten;Sunday;ja;1100;Western Union;;08:00;12:00;13:00;16:00;;;ZB;8391-2023-05-28T00:00:00-1100;8508391
8391;Stans;18.05.2023;Auffahrt;Thursday;ja;500;Gepäck;;08:00;12:00;13:00;16:00;;;ZB;8391-2023-05-18T00:00:00-500;8508391
8391;Stans;18.05.2023;Auffahrt;Thursday;ja;2102;Reisebüro KTU;ja;;;;;;;ZB;8391-2023-05-18T00:00:00-2102;8508391
8391;Stans;10.04.2023;Ostermontag;Monday;ja;700;Gepäckaufbewahrung;;08:00;12:00;13:00;16:00;;;ZB;8391-2023-04-10T00:00:00-700;8508391
8391;Stans;07.04.2023;Karfreitag;Friday;ja;500;Gepäck;;08:00;12:00;13:00;16:00;;;ZB;8391-2023-04-07T00:00:00-500;8508391
8391;Stans;07.04.2023;Karfreitag;Friday;ja;2139;Aufgabezeiten Fluggepäck nach Zürich Flughafen;;08:00;12:00;13:00;16:00;;;ZB;8391-2023-04-07T00:00:00-2139;8508391
8789;Sörenberg, Post;08.06.2023;Fronleichnam;Thursday;ja;500;Gepäck;ja;;;;;;;POST;8789-2023-06-08T00:00:00-500;8508789
9002;Landquart;01.08.2023;Bundesfeiertag;Tuesday;ja;9999;Alle Services;;07:30;12:00;13:00;17:00;;;SBB;9002-2023-08-01T00:00:00-9999;8509002
9002;Landquart;29.05.2023;Pfingstmontag;Monday;ja;9999;Alle Services;;07:30;12:00;13:00;17:00;;;SBB;9002-2023-05-29T00:00:00-9999;8509002
9002;Landquart;18.05.2023;Auffahrt;Thursday;ja;9999;Alle Services;;07:30;12:00;13:00;17:00;;;SBB;9002-2023-05-18T00:00:00-9999;8509002
9002;Landquart;09.04.2023;Ostern;Sunday;ja;9999;Alle Services;;07:30;12:00;13:00;17:00;;;SBB;9002-2023-04-09T00:00:00-9999;8509002
9002;Landquart;07.04.2023;Karfreitag;Friday;ja;9999;Alle Services;;07:30;12:00;13:00;17:00;;;SBB;9002-2023-04-07T00:00:00-9999;8509002
9250;Bever;29.05.2023;Pfingstmontag;Monday;ja;9999;Alle Services;ja;;;;;;;RhB;9250-2023-05-29T00:00:00-9999;8509250
9250;Bever;28.05.2023;Pfingsten;Sunday;ja;9999;Alle Services;ja;;;;;;;RhB;9250-2023-05-28T00:00:00-9999;8509250
9250;Bever;09.04.2023;Ostern;Sunday;ja;9999;Alle Services;ja;;;;;;;RhB;9250-2023-04-09T00:00:00-9999;8509250
9252;Celerina;08.04.2023;Ostersamstag;Saturday;ja;9999;Alle Services;ja;;;;;;;RhB;9252-2023-04-08T00:00:00-9999;8509252
9255;Pontresina;18.05.2023;Auffahrt;Thursday;ja;9999;Alle Services;ja;;;;;;;RhB;9255-2023-05-18T00:00:00-9999;8509255
9255;Pontresina;09.04.2023;Ostern;Sunday;ja;9999;Alle Services;ja;;;;;;;RhB;9255-2023-04-09T00:00:00-9999;8509255
9258;Zuoz;29.05.2023;Pfingstmontag;Monday;ja;9999;Alle Services;ja;;;;;;;RhB;9258-2023-05-29T00:00:00-9999;8509258
9258;Zuoz;09.04.2023;Ostern;Sunday;ja;9999;Alle Services;ja;;;;;;;RhB;9258-2023-04-09T00:00:00-9999;8509258
9262;Zernez;18.05.2023;Auffahrt;Thursday;ja;9999;Alle Services;ja;;;;;;;RhB;9262-2023-05-18T00:00:00-9999;8509262
9262;Zernez;10.04.2023;Ostermontag;Monday;ja;700;Gepäckaufbewahrung;ja;;;;;;;RhB;9262-2023-04-10T00:00:00-700;8509262
9340;Bellinzona, Ufficio Postale;08.06.2023;Fronleichnam;Thursday;ja;100;Billette, Abonnemente, Freizeitangebote;ja;;;;;;;PAG;9340-2023-06-08T00:00:00-100;8509340
9340;Bellinzona, Ufficio Postale;10.04.2023;Ostermontag;Monday;ja;100;Billette, Abonnemente, Freizeitangebote;ja;;;;;;;PAG;9340-2023-04-10T00:00:00-100;8509340
9340;Bellinzona, Ufficio Postale;09.04.2023;Ostern;Sunday;ja;100;Billette, Abonnemente, Freizeitangebote;ja;;;;;;;PAG;9340-2023-04-09T00:00:00-100;8509340
9404;Buchs SG;29.05.2023;Pfingstmontag;Monday;ja;9999;Alle Services;;08:00;12:00;13:00;17:00;;;SBB;9404-2023-05-29T00:00:00-9999;8509404
9404;Buchs SG;10.04.2023;Ostermontag;Monday;ja;9999;Alle Services;;08:00;12:00;13:00;17:00;;;SBB;9404-2023-04-10T00:00:00-9999;8509404
9411;Sargans;29.05.2023;Pfingstmontag;Monday;ja;9999;Alle Services;;08:00;12:00;13:00;17:30;;;SBB;9411-2023-05-29T00:00:00-9999;8509411
9411;Sargans;08.04.2023;Ostersamstag;Saturday;ja;9999;Alle Services;;08:00;17:30;;;;;SBB;9411-2023-04-08T00:00:00-9999;8509411
9411;Sargans;07.04.2023;Karfreitag;Friday;ja;9999;Alle Services;;08:00;12:00;13:00;17:30;;;SBB;9411-2023-04-07T00:00:00-9999;8509411
9881;Sils/Segl Maria;29.05.2023;Pfingstmontag;Monday;ja;9999;Alle Services;;09:00;12:00;15:00;18:00;;;SBC;9881-2023-05-29T00:00:00-9999;8509881
9882;Silvaplana, Tourist Information;01.08.2023;Bundesfeiertag;Tuesday;ja;9999;Alle Services;;08:00;12:00;14:00;16:00;;;SBC;9882-2023-08-01T00:00:00-9999;8509882
16273;Genève-Eaux-Vives;29.05.2023;Pfingstmontag;Monday;ja;9999;Alle Services;ja;;;;;;;SBB;16273-2023-05-29T00:00:00-9999;8516273
16273;Genève-Eaux-Vives;10.04.2023;Ostermontag;Monday;ja;9999;Alle Services;ja;;;;;;;SBB;16273-2023-04-10T00:00:00-9999;8516273
16965;Meiringen;18.05.2023;Auffahrt;Thursday;ja;9999;Alle Services;ja;;;;;;;ZB;16965-2023-05-18T00:00:00-9999;8516965
17099;Stadtfiliale Basel;27.05.2023;Pfingstsamstag;Saturday;ja;9999;Alle Services;;09:00;17:00;;;;;SBB;17099-2023-05-27T00:00:00-9999;8517099
17099;Stadtfiliale Basel;07.04.2023;Karfreitag;Friday;ja;9999;Alle Services;ja;;;;;;;SBB;17099-2023-04-07T00:00:00-9999;8517099
18053;Spreitenbach Tivoli;29.05.2023;Pfingstmontag;Monday;ja;9999;Alle Services;ja;;;;;;;SBB;18053-2023-05-29T00:00:00-9999;8518053
18424;Schüpfheim;10.04.2023;Ostermontag;Monday;ja;9999;Alle Services;ja;;;;;;;BLS;18424-2023-04-10T00:00:00-9999;8518424
19152;Biel/Bienne VB;29.05.2023;Pfingstmontag;Monday;ja;9999;Alle Services;ja;;;;;;;VB;19152-2023-05-29T00:00:00-9999;8519152
19152;Biel/Bienne VB;10.04.2023;Ostermontag;Monday;ja;9999;Alle Services;ja;;;;;;;VB;19152-2023-04-10T00:00:00-9999;8519152
10;Basel SBB;29.05.2023;Pfingstmontag;Monday;ja;100;Billette, Abonnemente, Freizeitangebote;;06:00;21:00;;;;;SBB;10-2023-05-29T00:00:00-100;8500010
10;Basel SBB;29.05.2023;Pfingstmontag;Monday;ja;500;Gepäck;;09:00;18:00;;;;;SBB;10-2023-05-29T00:00:00-500;8500010
10;Basel SBB;29.05.2023;Pfingstmontag;Monday;ja;900;Fundservice;;09:00;18:00;;;;;SBB;10-2023-05-29T00:00:00-900;8500010
10;Basel SBB;29.05.2023;Pfingstmontag;Monday;ja;1000;Geldwechsel;;09:30;18:00;;;;;SBB;10-2023-05-29T00:00:00-1000;8500010
10;Basel SBB;28.05.2023;Pfingsten;Sunday;ja;500;Gepäck;;09:00;18:00;;;;;SBB;10-2023-05-28T00:00:00-500;8500010
10;Basel SBB;18.05.2023;Auffahrt;Thursday;ja;2116;InfoPoint;;08:00;21:30;;;;;SBB;10-2023-05-18T00:00:00-2116;8500010
10;Basel SBB;01.05.2023;Tag der Arbeit;Monday;ja;100;Billette, Abonnemente, Freizeitangebote;;06:00;21:00;;;;;SBB;10-2023-05-01T00:00:00-100;8500010
10;Basel SBB;01.05.2023;Tag der Arbeit;Monday;ja;1000;Geldwechsel;;09:30;18:00;;;;;SBB;10-2023-05-01T00:00:00-1000;8500010
10;Basel SBB;07.04.2023;Karfreitag;Friday;ja;2116;InfoPoint;;08:00;21:30;;;;;SBB;10-2023-04-07T00:00:00-2116;8500010
23;Liestal;31.07.2023;Tag vor Bundesfeier;Monday;ja;9999;Alle Services;;08:00;16:00;;;;;SBB;23-2023-07-31T00:00:00-9999;8500023
23;Liestal;18.05.2023;Auffahrt;Thursday;ja;9999;Alle Services;ja;;;;;;;SBB;23-2023-05-18T00:00:00-9999;8500023
23;Liestal;10.04.2023;Ostermontag;Monday;ja;9999;Alle Services;ja;;;;;;;SBB;23-2023-04-10T00:00:00-9999;8500023
109;Delémont;15.08.2023;Maria Himmelfahrt;Tuesday;ja;9999;Alle Services;;08:00;12:00;13:30;17:00;;;CFF;109-2023-08-15T00:00:00-9999;8500109
109;Delémont;18.05.2023;Auffahrt;Thursday;ja;9999;Alle Services;;08:00;12:00;13:30;17:00;;;CFF;109-2023-05-18T00:00:00-9999;8500109
109;Delémont;07.04.2023;Karfreitag;Friday;ja;9999;Alle Services;;08:00;12:00;13:30;17:00;;;CFF;109-2023-04-07T00:00:00-9999;8500109
113;Laufen;01.11.2023;Allerheiligen;Wednesday;ja;9999;Alle Services;ja;;;;;;;SBB;113-2023-11-01T00:00:00-9999;8500113
113;Laufen;01.08.2023;Bundesfeiertag;Tuesday;ja;9999;Alle Services;ja;;;;;;;SBB;113-2023-08-01T00:00:00-9999;8500113
113;Laufen;31.07.2023;Tag vor Bundesfeier;Monday;ja;9999;Alle Services;;08:00;17:00;;;;;SBB;113-2023-07-31T00:00:00-9999;8500113
118;Dornach-Arlesheim;08.06.2023;Fronleichnam;Thursday;ja;9999;Alle Services;ja;;;;;;;SBB;118-2023-06-08T00:00:00-9999;8500118
118;Dornach-Arlesheim;08.04.2023;Ostersamstag;Saturday;ja;9999;Alle Services;;09:00;12:00;13:00;15:30;;;SBB;118-2023-04-08T00:00:00-9999;8500118
118;Dornach-Arlesheim;07.04.2023;Karfreitag;Friday;ja;9999;Alle Services;ja;;;;;;;SBB;118-2023-04-07T00:00:00-9999;8500118
126;Porrentruy;01.05.2023;Tag der Arbeit;Monday;ja;9999;Alle Services;ja;;;;;;;CFF;126-2023-05-01T00:00:00-9999;8500126
202;Grenchen Süd;10.04.2023;Ostermontag;Monday;ja;9999;Alle Services;ja;;;;;;;SBB;202-2023-04-10T00:00:00-9999;8500202
202;Grenchen Süd;07.04.2023;Karfreitag;Friday;ja;9999;Alle Services;ja;;;;;;;SBB;202-2023-04-07T00:00:00-9999;8500202
207;Solothurn;01.11.2023;Allerheiligen;Wednesday;ja;9999;Alle Services;;09:00;17:00;;;;;SBB;207-2023-11-01T00:00:00-9999;8500207
207;Solothurn;01.08.2023;Bundesfeiertag;Tuesday;ja;9999;Alle Services;;09:00;17:00;;;;;SBB;207-2023-08-01T00:00:00-9999;8500207
207;Solothurn;08.06.2023;Fronleichnam;Thursday;ja;1400;Velovermietung;;10:00;17:00;;;;;SBB;207-2023-06-08T00:00:00-1400;8500207
207;Solothurn;28.05.2023;Pfingsten;Sunday;ja;9999;Alle Services;;09:00;17:00;;;;;SBB;207-2023-05-28T00:00:00-9999;8500207
212;Oensingen;08.06.2023;Fronleichnam;Thursday;ja;9999;Alle Services;ja;;;;;;;SBB;212-2023-06-08T00:00:00-9999;8500212
218;Olten;18.05.2023;Auffahrt;Thursday;ja;9999;Alle Services;;09:00;18:30;;;;;SBB;218-2023-05-18T00:00:00-9999;8500218
294;Balsthal;15.08.2023;Maria Himmelfahrt;Tuesday;ja;9999;Alle Services;ja;;;;;;;OeBB;294-2023-08-15T00:00:00-9999;8500294
294;Balsthal;28.05.2023;Pfingsten;Sunday;ja;9999;Alle Services;ja;;;;;;;OeBB;294-2023-05-28T00:00:00-9999;8500294
301;Rheinfelden;01.11.2023;Allerheiligen;Wednesday;ja;9999;Alle Services;ja;;;;;;;SBB;301-2023-11-01T00:00:00-9999;8500301
305;Frick;08.12.2023;Maria Empfängnis;Friday;ja;9999;Alle Services;ja;;;;;;;SBB;305-2023-12-08T00:00:00-9999;8500305
305;Frick;01.11.2023;Allerheiligen;Wednesday;ja;9999;Alle Services;ja;;;;;;;SBB;305-2023-11-01T00:00:00-9999;8500305
305;Frick;15.08.2023;Maria Himmelfahrt;Tuesday;ja;9999;Alle Services;ja;;;;;;;SBB;305-2023-08-15T00:00:00-9999;8500305
305;Frick;01.05.2023;Tag der Arbeit;Monday;ja;9999;Alle Services;ja;;;;;;;SBB;305-2023-05-01T00:00:00-9999;8500305
858;Monthey;15.08.2023;Maria Himmelfahrt;Tuesday;ja;9999;Alle Services;ja;;;;;;;TMR;858-2023-08-15T00:00:00-9999;8500858
858;Monthey;29.05.2023;Pfingstmontag;Monday;ja;9999;Alle Services;ja;;;;;;;TMR;858-2023-05-29T00:00:00-9999;8500858
858;Monthey;09.04.2023;Ostern;Sunday;ja;9999;Alle Services;ja;;;;;;;TMR;858-2023-04-09T00:00:00-9999;8500858
1008;Genève;29.05.2023;Pfingstmontag;Monday;ja;100;Billette, Abonnemente, Freizeitangebote;;07:00;20:00;;;;;CFF;1008-2023-05-29T00:00:00-100;8501008
1026;Genève-Aéroport;29.05.2023;Pfingstmontag;Monday;ja;9999;Alle Services;;07:30;20:15;;;;;CFF;1026-2023-05-29T00:00:00-9999;8501026
1030;Nyon;29.05.2023;Pfingstmontag;Monday;ja;9999;Alle Services;;08:00;12:00;13:30;17:00;;;CFF;1030-2023-05-29T00:00:00-9999;8501030
1030;Nyon;19.05.2023;Auffahrtsbrücke;Friday;ja;9999;Alle Services;;08:00;12:00;13:30;17:00;;;CFF;1030-2023-05-19T00:00:00-9999;8501030
1030;Nyon;10.04.2023;Ostermontag;Monday;ja;9999;Alle Services;;08:00;12:00;13:30;17:00;;;CFF;1030-2023-04-10T00:00:00-9999;8501030
1037;Morges;10.04.2023;Ostermontag;Monday;ja;9999;Alle Services;;08:00;11:50;13:10;17:00;;;CFF;1037-2023-04-10T00:00:00-9999;8501037
1052;Genève Balexert;10.04.2023;Ostermontag;Monday;ja;9999;Alle Services;ja;;;;;;;CFF;1052-2023-04-10T00:00:00-9999;8501052
1052;Genève Balexert;07.04.2023;Karfreitag;Friday;ja;9999;Alle Services;ja;;;;;;;CFF;1052-2023-04-07T00:00:00-9999;8501052
1120;Lausanne;29.05.2023;Pfingstmontag;Monday;ja;1100;Western Union;;10:00;18:00;;;;;CFF;1120-2023-05-29T00:00:00-1100;8501120
1120;Lausanne;18.05.2023;Auffahrt;Thursday;ja;500;Gepäck;;09:00;18:30;;;;;CFF;1120-2023-05-18T00:00:00-500;8501120
