didok;stationsbezeichnung;datum;feiertag;wochentag;national;servicetyp;servicename;closed;von1;bis1;von2;bis2;von3;bis3;unternehmung;key;bpuic
8391;Stans;10.04.2023;Ostermontag;Monday;ja;500;Gepäck;;08:00;12:00;13:00;16:00;;;ZB;8391-2023-04-10T00:00:00-500;8508391
8391;Stans;09.04.2023;Ostern;Sunday;ja;1100;Western Union;;08:00;12:00;13:00;16:00;;;ZB;8391-2023-04-09T00:00:00-1100;8508391
8789;Sörenberg, Post;08.12.2023;Maria Empfängnis;Friday;ja;500;Gepäck;ja;;;;;;;POST;8789-2023-12-08T00:00:00-500;8508789
8789;Sörenberg, Post;29.05.2023;Pfingstmontag;Monday;ja;500;Gepäck;ja;;;;;;;POST;8789-2023-05-29T00:00:00-500;8508789
8789;Sörenberg, Post;07.04.2023;Karfreitag;Friday;ja;500;Gepäck;ja;;;;;;;POST;8789-2023-04-07T00:00:00-500;8508789
9000;Chur;08.04.2023;Ostersamstag;Saturday;ja;9999;Alle Services;;07:30;18:00;;;;;SBB;9000-2023-04-08T00:00:00-9999;8509000
9250;Bever;10.04.2023;Ostermontag;Monday;ja;9999;Alle Services;ja;;;;;;;RhB;9250-2023-04-10T00:00:00-9999;8509250
9252;Celerina;09.04.2023;Ostern;Sunday;ja;9999;Alle Services;ja;;;;;;;RhB;9252-2023-04-09T00:00:00-9999;8509252
9255;Pontresina;07.04.2023;Karfreitag;Friday;ja;9999;Alle Services;ja;;;;;;;RhB;9255-2023-04-07T00:00:00-9999;8509255
9258;Zuoz;18.05.2023;Auffahrt;Thursday;ja;9999;Alle Services;ja;;;;;;;RhB;9258-2023-05-18T00:00:00-9999;8509258
9258;Zuoz;08.04.2023;Ostersamstag;Saturday;ja;9999;Alle Services;ja;;;;;;;RhB;9258-2023-04-08T00:00:00-9999;8509258
9262;Zernez;10.04.2023;Ostermontag;Monday;ja;100;Billette, Abonnemente, Freizeitangebote;ja;;;;;;;RhB;9262-2023-04-10T00:00:00-100;8509262
9262;Zernez;07.04.2023;Karfreitag;Friday;ja;500;Gepäck;ja;;;;;;;RhB;9262-2023-04-07T00:00:00-500;8509262
9262;Zernez;07.04.2023;Karfreitag;Friday;ja;1000;Geldwechsel;ja;;;;;;;RhB;9262-2023-04-07T00:00:00-1000;8509262
9340;Bellinzona, Ufficio Postale;29.06.2023;St. Peter und Paul;Thursday;ja;100;Billette, Abonnemente, Freizeitangebote;ja;;;;;;;PAG;9340-2023-06-29T00:00:00-100;8509340
9340;Bellinzona, Ufficio Postale;29.05.2023;Pfingstmontag;Monday;ja;100;Billette, Abonnemente, Freizeitangebote;ja;;;;;;;PAG;9340-2023-05-29T00:00:00-100;8509340
9404;Buchs SG;01.11.2023;Allerheiligen;Wednesday;ja;9999;Alle Services;;08:00;12:00;13:00;17:00;;;SBB;9404-2023-11-01T00:00:00-9999;8509404
9404;Buchs SG;09.04.2023;Ostern;Sunday;ja;9999;Alle Services;;08:00;12:00;13:00;17:00;;;SBB;9404-2023-04-09T00:00:00-9999;8509404
9411;Sargans;01.08.2023;Bundesfeiertag;Tuesday;ja;9999;Alle Services;;08:00;12:00;13:00;17:30;;;SBB;9411-2023-08-01T00:00:00-9999;8509411
9411;Sargans;18.05.2023;Auffahrt;Thursday;ja;9999;Alle Services;;08:00;12:00;13:00;17:30;;;SBB;9411-2023-05-18T00:00:00-9999;8509411
9881;Sils/Segl Maria;27.05.2023;Pfingstsamstag;Saturday;ja;9999;Alle Services;;09:00;12:00;14:00;18:00;;;SBC;9881-2023-05-27T00:00:00-9999;8509881
9881;Sils/Segl Maria;09.04.2023;Ostern;Sunday;ja;9999;Alle Services;;09:00;12:00;15:00;18:00;;;SBC;9881-2023-04-09T00:00:00-9999;8509881
10403;Lausanne-Flon PDC TL;01.08.2023;Bundesfeiertag;Tuesday;ja;2138;Meldestelle für Straftaten;ja;;;;;;;TL;10403-2023-08-01T00:00:00-2138;8510403
10403;Lausanne-Flon PDC TL;29.05.2023;Pfingstmontag;Monday;ja;100;Billette, Abonnemente, Freizeitangebote;ja;;;;;;;TL;10403-2023-05-29T00:00:00-100;8510403
10403;Lausanne-Flon PDC TL;18.05.2023;Auffahrt;Thursday;ja;2138;Meldestelle für Straftaten;ja;;;;;;;TL;10403-2023-05-18T00:00:00-2138;8510403
16273;Genève-Eaux-Vives;07.04.2023;Karfreitag;Friday;ja;9999;Alle Services;ja;;;;;;;SBB;16273-2023-04-07T00:00:00-9999;8516273
16988;Glattzentrum;18.05.2023;Auffahrt;Thursday;ja;9999;Alle Services;ja;;;;;;;SBB;16988-2023-05-18T00:00:00-9999;8516988
16988;Glattzentrum;01.05.2023;Tag der Arbeit;Monday;ja;9999;Alle Services;ja;;;;;;;SBB;16988-2023-05-01T00:00:00-9999;8516988
17099;Stadtfiliale Basel;01.08.2023;Bundesfeiertag;Tuesday;ja;9999;Alle Services;ja;;;;;;;SBB;17099-2023-08-01T00:00:00-9999;8517099
17099;Stadtfiliale Basel;29.05.2023;Pfingstmontag;Monday;ja;9999;Alle Services;ja;;;;;;;SBB;17099-2023-05-29T00:00:00-9999;8517099
17099;Stadtfiliale Basel;01.05.2023;Tag der Arbeit;Monday;ja;9999;Alle Services;ja;;;;;;;SBB;17099-2023-05-01T00:00:00-9999;8517099
18053;Spreitenbach Tivoli;01.05.2023;Tag der Arbeit;Monday;ja;9999;Alle Services;;09:00;20:00;;;;;SBB;18053-2023-05-01T00:00:00-9999;8518053
18053;Spreitenbach Tivoli;07.04.2023;Karfreitag;Friday;ja;9999;Alle Services;ja;;;;;;;SBB;18053-2023-04-07T00:00:00-9999;8518053
19152;Biel/Bienne VB;07.04.2023;Karfreitag;Friday;ja;9999;Alle Services;ja;;;;;;;VB;19152-2023-04-07T00:00:00-9999;8519152
10;Basel SBB;01.08.2023;Bundesfeiertag;Tuesday;ja;1100;Western Union;;09:30;18:00;;;;;SBB;10-2023-08-01T00:00:00-1100;8500010
10;Basel SBB;29.05.2023;Pfingstmontag;Monday;ja;1100;Western Union;;09:30;18:00;;;;;SBB;10-2023-05-29T00:00:00-1100;8500010
10;Basel SBB;28.05.2023;Pfingsten;Sunday;ja;1000;Geldwechsel;;09:30;18:00;;;;;SBB;10-2023-05-28T00:00:00-1000;8500010
10;Basel SBB;18.05.2023;Auffahrt;Thursday;ja;500;Gepäck;;09:00;18:00;;;;;SBB;10-2023-05-18T00:00:00-500;8500010
10;Basel SBB;18.05.2023;Auffahrt;Thursday;ja;900;Fundservice;;09:00;18:00;;;;;SBB;10-2023-05-18T00:00:00-900;8500010
