Date Created,Tweets,Einschr_type,haltestellen,linien,von,bis
2022-12-03 05:54:32+00:00,"endmeldung: bern - thun: 03.12.2022 06:15 - 06:51

die störung zwischen münsingen und thun konnte behoben werden.
es ist noch mit verspätungen und vereinzelten zugausfällen zu rechnen. ",Endmeldung:,bern,EC,2022-12-03 06:15:00,2022-12-03 06:51:00
2022-12-02 19:01:35+00:00,"endmeldung: neuchâtel - bern: 02.12.2022 19:50 - 19:56

die störung im bahnhof kerzers konnte behoben werden.
es ist noch mit verspätungen und vereinzelten zugausfällen zu rechnen. ",Endmeldung:,bern,EC,2022-12-02 19:50:00,2022-12-02 19:56:00
2022-12-02 12:06:32+00:00,"endmeldung: lugano - giubiasco: 02.12.2022 11:42 - 13:05

die störung zwischen lugano und giubiasco konnte behoben werden.
es ist noch mit verspätungen zu rechnen. ",Endmeldung:,lugano,EC,2022-12-02 11:42:00,2022-12-02 13:05:00
2022-12-02 07:40:03+00:00,"endmeldung: zürich hb - thalwil: 02.12.2022 08:18 - 08:33

die störung zwischen zürich wiedikon und thalwil konnte behoben werden.
es ist noch mit verspätungen zu rechnen. ",Endmeldung:,zürich hb,EC,2022-12-02 08:18:00,2022-12-02 08:33:00
2022-12-01 21:55:32+00:00,"einschränkungen im bahnverkehr: liestal - basel sbb: 01.12.2022 22:41 - 02.12.2022 01:41

es ist mit verspätungen zu rechnen.
dauer der einschränkung: unbestimmt. ",Einschränkungen,basel sbb,EC,2022-12-01 22:41:00,2022-12-02 01:41:00
2022-12-01 19:05:07+00:00,"einschränkungen im bahnverkehr: zürich hb - zürich oerlikon: 01.12.2022 19:42 - 21:42

grund: technische störung an der bahnanlage.
es ist mit verspätungen zu rechnen.
dauer der einschränkung: unbestimmt.
weitere informationen erhalten sie um 20:30 uhr. ",Einschränkungen,zürich hb,EC,2022-12-01 19:42:00,2022-12-01 21:42:00
2022-12-01 12:23:34+00:00,"einschränkungen im bahnverkehr: zürich hb - baden: 01.12.2022 08:16 - 14:00

es ist mit verspätungen zu rechnen.
betroffene linien: ir16, ir36, s12.
dauer der einschränkung: bis voraussichtlich 13:30 uhr.

reisende von zürich hb nach baden benützen die s… ",Einschränkungen,zürich hb,IR16,2022-12-01 08:16:00,2022-12-01 14:00:00
2022-12-01 12:23:34+00:00,"einschränkungen im bahnverkehr: zürich hb - baden: 01.12.2022 08:16 - 14:00

es ist mit verspätungen zu rechnen.
betroffene linien: ir16, ir36, s12.
dauer der einschränkung: bis voraussichtlich 13:30 uhr.

reisende von zürich hb nach baden benützen die s… ",Einschränkungen,zürich hb,IR36,2022-12-01 08:16:00,2022-12-01 14:00:00
2022-12-01 11:49:33+00:00,"einschränkungen im bahnverkehr: bern - schwarzenburg: 01.12.2022 12:40 - 15:40

grund: stromausfall.
es ist mit verspätungen und zugausfällen zu rechnen.
dauer der einschränkung: unbestimmt. ",Einschränkungen,bern,EC,2022-12-01 12:40:00,2022-12-01 15:40:00
2022-12-01 11:36:03+00:00,"einschränkungen im bahnverkehr: lenzburg - luzern: 01.12.2022 12:31 - 15:31

grund: zug blockiert strecke.
es ist mit verspätungen und zugausfällen zu rechnen.
betroffene linien: s 9.
dauer der einschränkung: unbestimmt. ",Einschränkungen,luzern,EC,2022-12-01 12:31:00,2022-12-01 15:31:00
2022-12-01 07:03:04+00:00,"einschränkungen im bahnverkehr: herisau - wattwil: 01.12.2022 05:19 - 09:00

es ist mit verspätungen und zugausfällen zu rechnen.
betroffene linien: ir, s4, s2.
dauer der einschränkung: bis voraussichtlich 9:00 uhr.

reisende von st. gallen nach… ",Einschränkungen,st. gallen,EC,2022-12-01 05:19:00,2022-12-01 09:00:00
2022-12-01 04:18:03+00:00,"einschränkungen im bahnverkehr: wil sg - st. gallen: 01.12.2022 04:31 - 07:30

es ist mit verspätungen, zugausfällen und umleitungen zu rechnen.
betroffene linien: ic1, ic5, ir13, s1.
dauer der einschränkung: bis voraussichtlich 5:30 uhr. ",Einschränkungen,st. gallen,IC1,2022-12-01 04:31:00,2022-12-01 07:30:00
2022-12-01 04:18:03+00:00,"einschränkungen im bahnverkehr: wil sg - st. gallen: 01.12.2022 04:31 - 07:30

es ist mit verspätungen, zugausfällen und umleitungen zu rechnen.
betroffene linien: ic1, ic5, ir13, s1.
dauer der einschränkung: bis voraussichtlich 5:30 uhr. ",Einschränkungen,st. gallen,IC5,2022-12-01 04:31:00,2022-12-01 07:30:00
2022-11-30 20:01:33+00:00,"einschränkungen im bahnverkehr: appenzell - st. gallen: 30.11.2022 20:59 - 23:59

grund: fahrleitungsstörung.
es ist mit verspätungen und zugausfällen zu rechnen.
betroffene linien: s21.
dauer der einschränkung: bis voraussichtlich 4:00 uhr.
… ",Einschränkungen,st. gallen,EC,2022-11-30 20:59:00,2022-11-30 23:59:00
2022-11-29 20:37:33+00:00,"endmeldung: lenzburg - luzern: 29.11.2022 18:50 - 21:30

die störung zwischen lenzburg und beinwil am see konnte behoben werden.
es ist noch mit verspätungen und vereinzelten zugausfällen zu rechnen. ",Endmeldung:,luzern,EC,2022-11-29 18:50:00,2022-11-29 21:30:00
2022-11-27 20:23:04+00:00,"einschränkungen im bahnverkehr: romanshorn - kreuzlingen: 27.11.2022 20:43 - 23:59

es ist mit verspätungen und zugausfällen zu rechnen.
dauer der einschränkung: unbestimmt.

reisende von st. gallen nach kreuzlingen reisen via weinfelden.
… ",Einschränkungen,st. gallen,EC,2022-11-27 20:43:00,2022-11-27 23:59:00
2022-11-27 09:06:33+00:00,"endmeldung: fribourg/freiburg - bern: 27.11.2022 08:55 - 10:01

die störung zwischen fribourg/freiburg und fribourg/freiburg poya konnte behoben werden.
es ist noch mit verspätungen zu rechnen. ",Endmeldung:,bern,EC,2022-11-27 08:55:00,2022-11-27 10:01:00
2022-11-27 08:52:32+00:00,"einschränkungen im bahnverkehr: fribourg/freiburg - bern: 27.11.2022 08:55 - 11:55

grund: zug blockiert strecke.
es ist mit verspätungen und zugausfällen zu rechnen.
betroffene linien: ic1, ir15, re, s1.
dauer der einschränkung: bis mindestens 10:10 uhr. ",Einschränkungen,bern,IC1,2022-11-27 08:55:00,2022-11-27 11:55:00
2022-11-27 08:52:32+00:00,"einschränkungen im bahnverkehr: fribourg/freiburg - bern: 27.11.2022 08:55 - 11:55

grund: zug blockiert strecke.
es ist mit verspätungen und zugausfällen zu rechnen.
betroffene linien: ic1, ir15, re, s1.
dauer der einschränkung: bis mindestens 10:10 uhr. ",Einschränkungen,bern,IR15,2022-11-27 08:55:00,2022-11-27 11:55:00
2022-11-26 19:36:02+00:00,"einschränkungen im bahnverkehr: st. gallen - winterthur: 26.11.2022 20:31 - 23:30

grund: technische störung an der bahnanlage in wil sg.
es ist mit verspätungen zu rechnen.
dauer der einschränkung: unbestimmt.
die sbb wird so schnell wie möglich weiter… ",Einschränkungen,st. gallen,EC,2022-11-26 20:31:00,2022-11-26 23:30:00
2022-11-26 13:02:02+00:00,"einschränkungen im bahnverkehr: zürich hb: 26.11.2022 13:47 - 16:47

grund: zug blockiert strecke.
es ist mit verspätungen und umleitungen zu rechnen.
betroffene linien: ic1, ic8.
dauer der einschränkung: unbestimmt. ",Einschränkungen,zürich hb,EC,2022-11-26 13:47:00,2022-11-26 16:47:00
2022-11-26 13:02:02+00:00,"einschränkungen im bahnverkehr: zürich hb: 26.11.2022 13:47 - 16:47

grund: zug blockiert strecke.
es ist mit verspätungen und umleitungen zu rechnen.
betroffene linien: ic1, ic8.
dauer der einschränkung: unbestimmt. ",Einschränkungen,zürich hb,IC1,2022-11-26 13:47:00,2022-11-26 16:47:00
2022-11-26 13:02:02+00:00,"einschränkungen im bahnverkehr: zürich hb: 26.11.2022 13:47 - 16:47

grund: zug blockiert strecke.
es ist mit verspätungen und umleitungen zu rechnen.
betroffene linien: ic1, ic8.
dauer der einschränkung: unbestimmt. ",Einschränkungen,zürich hb,IC8,2022-11-26 13:47:00,2022-11-26 16:47:00
2022-11-25 18:30:34+00:00,"einschränkungen im bahnverkehr: st. gallen - romanshorn: 25.11.2022 05:43 - 23:55

grund: ausserordentliche bauarbeiten.
es ist mit verspätungen und zugausfällen zu rechnen.
betroffene linien: re, s82.
dauer der einschränkung: bis voraussichtlich 21:45… ",Einschränkungen,st. gallen,EC,2022-11-25 05:43:00,2022-11-25 23:55:00
2022-11-24 12:26:07+00:00,"einschränkungen im bahnverkehr: st. gallen - romanshorn: 24.11.2022 06:23 - 25.11.2022 17:00

grund: ausserordentliche bauarbeiten.
es ist mit verspätungen und zugausfällen zu rechnen.
betroffene linien: re, s1, s82.
dauer der einschränkung: bis… ",Einschränkungen,st. gallen,EC,2022-11-24 06:23:00,2022-11-25 17:00:00
2022-11-24 08:48:33+00:00,"einschränkungen im bahnverkehr: st. gallen - romanshorn: 24.11.2022 06:23 - 23:59

grund: ausserordentliche bauarbeiten.
es ist mit verspätungen und zugausfällen zu rechnen.
betroffene linien: re, s1, s82.
dauer der einschränkung: bis voraussichtlich… ",Einschränkungen,st. gallen,EC,2022-11-24 06:23:00,2022-11-24 23:59:00
2022-11-24 08:17:15+00:00,"endmeldung: olten - bern: 24.11.2022 08:56 - 09:15

die störung zwischen rothrist und bern konnte behoben werden.
es ist noch mit verspätungen zu rechnen. ",Endmeldung:,olten,EC,2022-11-24 08:56:00,2022-11-24 09:15:00
2022-11-24 08:17:15+00:00,"endmeldung: olten - bern: 24.11.2022 08:56 - 09:15

die störung zwischen rothrist und bern konnte behoben werden.
es ist noch mit verspätungen zu rechnen. ",Endmeldung:,bern,EC,2022-11-24 08:56:00,2022-11-24 09:15:00
2022-11-24 06:40:32+00:00,"endmeldung: luzern - zug: 24.11.2022 04:09 - 07:45

die störung im bahnhof ebikon konnte behoben werden.
es ist noch mit verspätungen und vereinzelten zugausfällen zu rechnen. ",Endmeldung:,luzern,EC,2022-11-24 04:09:00,2022-11-24 07:45:00
2022-11-22 17:50:32+00:00,"endmeldung: zürich hb - uster: 22.11.2022 18:21 - 18:47

die störung zwischen dübendorf und uster konnte behoben werden.
es ist noch mit verspätungen zu rechnen. ",Endmeldung:,zürich hb,EC,2022-11-22 18:21:00,2022-11-22 18:47:00
2022-11-22 14:46:06+00:00,"einschränkungen im bahnverkehr: romanshorn - konstanz: 22.11.2022 15:35 - 17:35

grund: technische störung an der bahnanlage.
es ist mit verspätungen, zugausfällen und umleitungen zu rechnen.
betroffene linien: re (herisau - st. gallen - konstanz).
dauer… ",Einschränkungen,st. gallen,EC,2022-11-22 15:35:00,2022-11-22 17:35:00
2022-11-22 13:32:04+00:00,"endmeldung: brugg ag - basel sbb: 22.11.2022 12:49 - 14:40

die störung zwischen brugg ag und frick konnte behoben werden.
es ist noch mit verspätungen zu rechnen. ",Endmeldung:,basel sbb,EC,2022-11-22 12:49:00,2022-11-22 14:40:00
2022-11-22 12:54:03+00:00,"einschränkungen im bahnverkehr: brugg ag - basel sbb: 22.11.2022 12:45 - 16:45

grund: zug blockiert strecke.
es ist mit verspätungen und zugausfällen zu rechnen.
betroffene linien: ir36.
dauer der einschränkung: unbestimmt.

reisende von baden und brugg… ",Einschränkungen,basel sbb,IR36,2022-11-22 12:45:00,2022-11-22 16:45:00
2022-11-22 11:12:08+00:00,"endmeldung: bern - bern europaplatz: 22.11.2022 12:00 - 12:10

die störung zwischen bern und bern europaplatz konnte behoben werden.
es ist noch mit verspätungen zu rechnen. ",Endmeldung:,bern,EC,2022-11-22 12:00:00,2022-11-22 12:10:00
2022-11-22 07:56:02+00:00,"endmeldung: bern - olten: 22.11.2022 08:18 - 08:53

die störung zwischen bern und olten konnte behoben werden.
es ist noch mit verspätungen zu rechnen. ",Endmeldung:,olten,EC,2022-11-22 08:18:00,2022-11-22 08:53:00
2022-11-21 14:45:33+00:00,"einschränkungen im bahnverkehr: st. gallen - st. margrethen sg: 21.11.2022 15:30 - 18:30

grund: technische störung an der bahnanlage.
es ist mit verspätungen zu rechnen.
dauer der einschränkung: unbestimmt. ",Einschränkungen,st. gallen,EC,2022-11-21 15:30:00,2022-11-21 18:30:00
2022-11-21 12:16:35+00:00,"einschränkungen im bahnverkehr: olten - sissach: 21.11.2022 12:17 - 15:17

grund: gleisschaden.
es ist mit verspätungen und zugausfällen zu rechnen.
betroffene linien: s 9.
dauer der einschränkung: unbestimmt.
die sbb wird so schnell wie möglich weiter… ",Einschränkungen,olten,EC,2022-11-21 12:17:00,2022-11-21 15:17:00
2022-11-21 09:25:32+00:00,"einschränkungen im bahnverkehr: zürich hb - thalwil: 21.11.2022 10:04 - 13:04

grund: zug blockiert strecke.
es ist mit verspätungen und zugausfällen zu rechnen.
betroffene linien: s8.
dauer der einschränkung: unbestimmt.
die sbb wird so schnell wie… ",Einschränkungen,zürich hb,EC,2022-11-21 10:04:00,2022-11-21 13:04:00
2022-11-20 08:07:06+00:00,"einschränkungen im bahnverkehr: aarau - zürich hb: 20.11.2022 08:25 - 12:25

es ist mit verspätungen, zugausfällen und umleitungen zu rechnen.
betroffene linien: ir36, s11.
dauer der einschränkung: bis voraussichtlich 12:00 uhr. ",Einschränkungen,zürich hb,EC,2022-11-20 08:25:00,2022-11-20 12:25:00
2022-11-20 08:07:06+00:00,"einschränkungen im bahnverkehr: aarau - zürich hb: 20.11.2022 08:25 - 12:25

es ist mit verspätungen, zugausfällen und umleitungen zu rechnen.
betroffene linien: ir36, s11.
dauer der einschränkung: bis voraussichtlich 12:00 uhr. ",Einschränkungen,zürich hb,IR36,2022-11-20 08:25:00,2022-11-20 12:25:00
2022-11-18 16:07:03+00:00,"endmeldung: st. gallen - trogen: 18.11.2022 13:46 - 17:02

die störung zwischen st. gallen und schwarzer bären konnte behoben werden.
es ist noch mit verspätungen und vereinzelten zugausfällen zu rechnen. ",Endmeldung:,st. gallen,EC,2022-11-18 13:46:00,2022-11-18 17:02:00
2022-11-18 11:14:06+00:00,"endmeldung: bern - bern wankdorf: 18.11.2022 10:45 - 12:30

die störung zwischen bern und bern wankdorf konnte behoben werden.
es ist noch mit verspätungen und vereinzelten zugausfällen zu rechnen. ",Endmeldung:,bern,EC,2022-11-18 10:45:00,2022-11-18 12:30:00
2022-11-18 10:40:33+00:00,"einschränkungen im bahnverkehr: bern - bern wankdorf: 18.11.2022 10:43 - 14:43

grund: technische störung an der bahnanlage.
es ist mit verspätungen und zugausfällen zu rechnen.
betroffene linien: ir16, ir17, ir35, ir65, re, s2, s3, s4, s31, s44.
dauer… ",Einschränkungen,bern,IR16,2022-11-18 10:43:00,2022-11-18 14:43:00
2022-11-17 14:27:06+00:00,"endmeldung: luzern - lenzburg: 17.11.2022 13:55 - 16:00

die störung zwischen beinwil am see und lenzburg konnte behoben werden.
es ist noch mit verspätungen und vereinzelten zugausfällen zu rechnen. ",Endmeldung:,luzern,EC,2022-11-17 13:55:00,2022-11-17 16:00:00
2022-11-17 06:33:02+00:00,"endmeldung: olten - basel sbb: 17.11.2022 06:15 - 07:30

die störung im bahnhof gelterkinden konnte behoben werden.
es ist noch mit verspätungen zu rechnen. ",Endmeldung:,olten,EC,2022-11-17 06:15:00,2022-11-17 07:30:00
2022-11-17 06:33:02+00:00,"endmeldung: olten - basel sbb: 17.11.2022 06:15 - 07:30

die störung im bahnhof gelterkinden konnte behoben werden.
es ist noch mit verspätungen zu rechnen. ",Endmeldung:,basel sbb,EC,2022-11-17 06:15:00,2022-11-17 07:30:00
2022-11-16 14:06:05+00:00,"endmeldung: lugano - lamone-cadempino: 16.11.2022 13:46 - 15:15

die störung zwischen lugano und lamone-cadempino konnte behoben werden.
es ist noch mit verspätungen und vereinzelten zugausfällen zu rechnen. ",Endmeldung:,lugano,EC,2022-11-16 13:46:00,2022-11-16 15:15:00
2022-11-15 16:34:34+00:00,"endmeldung: bern - olten: 15.11.2022 17:14 - 17:28

die störung zwischen bern und olten konnte behoben werden.
es ist noch mit verspätungen zu rechnen. ",Endmeldung:,bern,EC,2022-11-15 17:14:00,2022-11-15 17:28:00
2022-11-15 16:34:34+00:00,"endmeldung: bern - olten: 15.11.2022 17:14 - 17:28

die störung zwischen bern und olten konnte behoben werden.
es ist noch mit verspätungen zu rechnen. ",Endmeldung:,olten,EC,2022-11-15 17:14:00,2022-11-15 17:28:00
2022-11-15 16:06:32+00:00,"einschränkungen im bahnverkehr: basel sbb - zell (wiesental): 15.11.2022 16:56 - 19:56

grund: technische störung an der bahnanlage.
es ist mit verspätungen und zugausfällen zu rechnen.
betroffene linien: s6.
dauer der einschränkung: unbestimmt. ",Einschränkungen,basel sbb,EC,2022-11-15 16:56:00,2022-11-15 19:56:00
2022-11-15 14:58:32+00:00,"einschränkungen im bahnverkehr: luzern - lenzburg: 15.11.2022 15:00 - 18:00

grund: hindernis auf den gleisen.
es ist mit verspätungen und zugausfällen zu rechnen.
betroffene linien: s 9.
dauer der einschränkung: bis voraussichtlich 16:10 uhr.
… ",Einschränkungen,luzern,EC,2022-11-15 15:00:00,2022-11-15 18:00:00
2022-11-14 21:17:02+00:00,"endmeldung: basel sbb - saint-louis (haut-rhin): 14.11.2022 21:38 - 21:55

die störung zwischen basel sbb und saint-louis (haut-rhin) konnte behoben werden.
es ist noch mit verspätungen zu rechnen. ",Endmeldung:,basel sbb,EC,2022-11-14 21:38:00,2022-11-14 21:55:00
2022-11-13 22:52:33+00:00,"endmeldung: olten - lenzburg: 13.11.2022 22:54 - 23:42

die störung im bahnhof aarau konnte behoben werden.
es ist noch mit verspätungen und vereinzelten zugausfällen zu rechnen. ",Endmeldung:,olten,EC,2022-11-13 22:54:00,2022-11-13 23:42:00
2022-11-13 22:26:02+00:00,"einschränkungen im bahnverkehr: olten - lenzburg: 13.11.2022 22:54 - 14.11.2022 01:54

grund: technische störung an der bahnanlage in aarau.
es ist mit verspätungen und zugausfällen zu rechnen.
dauer der einschränkung: unbestimmt.
die sbb wird so schnell… ",Einschränkungen,olten,EC,2022-11-13 22:54:00,2022-11-14 01:54:00
2022-11-13 15:34:32+00:00,"endmeldung: aarau - zürich hb: 13.11.2022 16:08 - 16:31

die störung zwischen lenzburg und othmarsingen konnte behoben werden.
es ist noch mit verspätungen zu rechnen. ",Endmeldung:,zürich hb,EC,2022-11-13 16:08:00,2022-11-13 16:31:00
2022-11-13 07:18:02+00:00,"endmeldung: olten - basel sbb: 13.11.2022 07:44 - 08:12

die störung im bahnhof liestal konnte behoben werden.
es ist noch mit verspätungen zu rechnen. ",Endmeldung:,basel sbb,EC,2022-11-13 07:44:00,2022-11-13 08:12:00
2022-11-13 06:56:32+00:00,"einschränkungen im bahnverkehr: olten - basel sbb: 13.11.2022 07:44 - 10:44

grund: technische störung an der bahnanlage in liestal.
es ist mit verspätungen, zugausfällen und umleitungen zu rechnen.
betroffene linien: tgv, ic3, ic6; ic61, ir27, ir… ",Einschränkungen,olten,IC3,2022-11-13 07:44:00,2022-11-13 10:44:00
2022-11-13 06:56:32+00:00,"einschränkungen im bahnverkehr: olten - basel sbb: 13.11.2022 07:44 - 10:44

grund: technische störung an der bahnanlage in liestal.
es ist mit verspätungen, zugausfällen und umleitungen zu rechnen.
betroffene linien: tgv, ic3, ic6; ic61, ir27, ir… ",Einschränkungen,olten,IC6,2022-11-13 07:44:00,2022-11-13 10:44:00
2022-11-13 06:56:32+00:00,"einschränkungen im bahnverkehr: olten - basel sbb: 13.11.2022 07:44 - 10:44

grund: technische störung an der bahnanlage in liestal.
es ist mit verspätungen, zugausfällen und umleitungen zu rechnen.
betroffene linien: tgv, ic3, ic6; ic61, ir27, ir… ",Einschränkungen,olten,IR27,2022-11-13 07:44:00,2022-11-13 10:44:00
2022-11-13 06:56:32+00:00,"einschränkungen im bahnverkehr: olten - basel sbb: 13.11.2022 07:44 - 10:44

grund: technische störung an der bahnanlage in liestal.
es ist mit verspätungen, zugausfällen und umleitungen zu rechnen.
betroffene linien: tgv, ic3, ic6; ic61, ir27, ir… ",Einschränkungen,basel sbb,IC3,2022-11-13 07:44:00,2022-11-13 10:44:00
2022-11-13 06:56:32+00:00,"einschränkungen im bahnverkehr: olten - basel sbb: 13.11.2022 07:44 - 10:44

grund: technische störung an der bahnanlage in liestal.
es ist mit verspätungen, zugausfällen und umleitungen zu rechnen.
betroffene linien: tgv, ic3, ic6; ic61, ir27, ir… ",Einschränkungen,basel sbb,IC6,2022-11-13 07:44:00,2022-11-13 10:44:00
2022-11-13 06:56:32+00:00,"einschränkungen im bahnverkehr: olten - basel sbb: 13.11.2022 07:44 - 10:44

grund: technische störung an der bahnanlage in liestal.
es ist mit verspätungen, zugausfällen und umleitungen zu rechnen.
betroffene linien: tgv, ic3, ic6; ic61, ir27, ir… ",Einschränkungen,basel sbb,IR27,2022-11-13 07:44:00,2022-11-13 10:44:00
2022-11-11 23:36:32+00:00,"endmeldung: luzern - olten: 11.11.2022 20:57 - 12.11.2022 23:45

die störung zwischen sursee und nebikon konnte behoben werden.
es ist noch mit verspätungen zu rechnen. ",Endmeldung:,luzern,EC,2022-11-11 20:57:00,2022-11-12 23:45:00
2022-11-11 23:36:32+00:00,"endmeldung: luzern - olten: 11.11.2022 20:57 - 12.11.2022 23:45

die störung zwischen sursee und nebikon konnte behoben werden.
es ist noch mit verspätungen zu rechnen. ",Endmeldung:,olten,EC,2022-11-11 20:57:00,2022-11-12 23:45:00
2022-11-11 23:24:03+00:00,"einschränkungen im bahnverkehr: luzern - olten: 11.11.2022 20:57 - 12.11.2022 23:45

es ist mit verspätungen und zugausfällen zu rechnen.
dauer der einschränkung: bis voraussichtlich 0:30 uhr.

reisende von bern nach luzern reisen via langnau i.e.… ",Einschränkungen,bern,EC,2022-11-11 20:57:00,2022-11-12 23:45:00
2022-11-11 21:06:33+00:00,"einschränkungen im bahnverkehr: luzern - olten: 11.11.2022 20:57 - 12.11.2022 00:57

es ist mit verspätungen, zugausfällen und umleitungen zu rechnen.
betroffene linien: ir15, ic21, ir26, ir27, re, s29.
dauer der einschränkung: unbestimmt.

reisende… ",Einschränkungen,luzern,IR15,2022-11-11 20:57:00,2022-11-12 00:57:00
2022-11-11 21:06:33+00:00,"einschränkungen im bahnverkehr: luzern - olten: 11.11.2022 20:57 - 12.11.2022 00:57

es ist mit verspätungen, zugausfällen und umleitungen zu rechnen.
betroffene linien: ir15, ic21, ir26, ir27, re, s29.
dauer der einschränkung: unbestimmt.

reisende… ",Einschränkungen,luzern,IC2,2022-11-11 20:57:00,2022-11-12 00:57:00
2022-11-11 21:06:33+00:00,"einschränkungen im bahnverkehr: luzern - olten: 11.11.2022 20:57 - 12.11.2022 00:57

es ist mit verspätungen, zugausfällen und umleitungen zu rechnen.
betroffene linien: ir15, ic21, ir26, ir27, re, s29.
dauer der einschränkung: unbestimmt.

reisende… ",Einschränkungen,luzern,IR26,2022-11-11 20:57:00,2022-11-12 00:57:00
2022-11-11 21:06:33+00:00,"einschränkungen im bahnverkehr: luzern - olten: 11.11.2022 20:57 - 12.11.2022 00:57

es ist mit verspätungen, zugausfällen und umleitungen zu rechnen.
betroffene linien: ir15, ic21, ir26, ir27, re, s29.
dauer der einschränkung: unbestimmt.

reisende… ",Einschränkungen,luzern,IR27,2022-11-11 20:57:00,2022-11-12 00:57:00
2022-11-11 21:06:33+00:00,"einschränkungen im bahnverkehr: luzern - olten: 11.11.2022 20:57 - 12.11.2022 00:57

es ist mit verspätungen, zugausfällen und umleitungen zu rechnen.
betroffene linien: ir15, ic21, ir26, ir27, re, s29.
dauer der einschränkung: unbestimmt.

reisende… ",Einschränkungen,olten,IR15,2022-11-11 20:57:00,2022-11-12 00:57:00
2022-11-11 21:06:33+00:00,"einschränkungen im bahnverkehr: luzern - olten: 11.11.2022 20:57 - 12.11.2022 00:57

es ist mit verspätungen, zugausfällen und umleitungen zu rechnen.
betroffene linien: ir15, ic21, ir26, ir27, re, s29.
dauer der einschränkung: unbestimmt.

reisende… ",Einschränkungen,olten,IC2,2022-11-11 20:57:00,2022-11-12 00:57:00
2022-11-11 21:06:33+00:00,"einschränkungen im bahnverkehr: luzern - olten: 11.11.2022 20:57 - 12.11.2022 00:57

es ist mit verspätungen, zugausfällen und umleitungen zu rechnen.
betroffene linien: ir15, ic21, ir26, ir27, re, s29.
dauer der einschränkung: unbestimmt.

reisende… ",Einschränkungen,olten,IR26,2022-11-11 20:57:00,2022-11-12 00:57:00
2022-11-11 21:06:33+00:00,"einschränkungen im bahnverkehr: luzern - olten: 11.11.2022 20:57 - 12.11.2022 00:57

es ist mit verspätungen, zugausfällen und umleitungen zu rechnen.
betroffene linien: ir15, ic21, ir26, ir27, re, s29.
dauer der einschränkung: unbestimmt.

reisende… ",Einschränkungen,olten,IR27,2022-11-11 20:57:00,2022-11-12 00:57:00
2022-11-11 20:05:34+00:00,"einschränkungen im bahnverkehr: luzern - olten: 11.11.2022 20:57 - 23:57

es ist mit verspätungen, zugausfällen und umleitungen zu rechnen.
betroffene linien: ir15, ic21, ir26, ir27, re, s29.
dauer der einschränkung: unbestimmt.
die sbb wird so… ",Einschränkungen,luzern,EC,2022-11-11 20:57:00,2022-11-11 23:57:00
2022-11-11 20:05:34+00:00,"einschränkungen im bahnverkehr: luzern - olten: 11.11.2022 20:57 - 23:57

es ist mit verspätungen, zugausfällen und umleitungen zu rechnen.
betroffene linien: ir15, ic21, ir26, ir27, re, s29.
dauer der einschränkung: unbestimmt.
die sbb wird so… ",Einschränkungen,luzern,IR15,2022-11-11 20:57:00,2022-11-11 23:57:00
2022-11-11 20:05:34+00:00,"einschränkungen im bahnverkehr: luzern - olten: 11.11.2022 20:57 - 23:57

es ist mit verspätungen, zugausfällen und umleitungen zu rechnen.
betroffene linien: ir15, ic21, ir26, ir27, re, s29.
dauer der einschränkung: unbestimmt.
die sbb wird so… ",Einschränkungen,luzern,IC2,2022-11-11 20:57:00,2022-11-11 23:57:00
2022-11-11 20:05:34+00:00,"einschränkungen im bahnverkehr: luzern - olten: 11.11.2022 20:57 - 23:57

es ist mit verspätungen, zugausfällen und umleitungen zu rechnen.
betroffene linien: ir15, ic21, ir26, ir27, re, s29.
dauer der einschränkung: unbestimmt.
die sbb wird so… ",Einschränkungen,luzern,IR26,2022-11-11 20:57:00,2022-11-11 23:57:00
2022-11-11 20:05:34+00:00,"einschränkungen im bahnverkehr: luzern - olten: 11.11.2022 20:57 - 23:57

es ist mit verspätungen, zugausfällen und umleitungen zu rechnen.
betroffene linien: ir15, ic21, ir26, ir27, re, s29.
dauer der einschränkung: unbestimmt.
die sbb wird so… ",Einschränkungen,luzern,IR27,2022-11-11 20:57:00,2022-11-11 23:57:00
2022-11-11 20:05:34+00:00,"einschränkungen im bahnverkehr: luzern - olten: 11.11.2022 20:57 - 23:57

es ist mit verspätungen, zugausfällen und umleitungen zu rechnen.
betroffene linien: ir15, ic21, ir26, ir27, re, s29.
dauer der einschränkung: unbestimmt.
die sbb wird so… ",Einschränkungen,olten,EC,2022-11-11 20:57:00,2022-11-11 23:57:00
2022-11-11 20:05:34+00:00,"einschränkungen im bahnverkehr: luzern - olten: 11.11.2022 20:57 - 23:57

es ist mit verspätungen, zugausfällen und umleitungen zu rechnen.
betroffene linien: ir15, ic21, ir26, ir27, re, s29.
dauer der einschränkung: unbestimmt.
die sbb wird so… ",Einschränkungen,olten,IR15,2022-11-11 20:57:00,2022-11-11 23:57:00
2022-11-11 20:05:34+00:00,"einschränkungen im bahnverkehr: luzern - olten: 11.11.2022 20:57 - 23:57

es ist mit verspätungen, zugausfällen und umleitungen zu rechnen.
betroffene linien: ir15, ic21, ir26, ir27, re, s29.
dauer der einschränkung: unbestimmt.
die sbb wird so… ",Einschränkungen,olten,IC2,2022-11-11 20:57:00,2022-11-11 23:57:00
